Date,QUIC Canadian Fund Return,S&P/TSX Composite Total Return Index,QUIC Canadian Fund Return,S&P/TSX Composite Total Return Index
09-20-2010,50.00,32929.61,,
09-21-2010,50.15,32760.16,0.30%,-0.51%
09-22-2010,50.04,32699.39,-0.21%,-0.19%
09-23-2010,49.91,32578.53,-0.27%,-0.37%
09-24-2010,50.23,32864.33,0.65%,0.88%
09-27-2010,50.35,32825.92,0.24%,-0.12%
09-28-2010,50.57,33089.65,0.43%,0.80%
09-29-2010,50.96,33370.11,0.76%,0.85%
09-30-2010,51.16,33331.94,0.40%,-0.11%
10-01-2010,51.32,33341.63,0.31%,0.03%
10-04-2010,51.08,33233.38,-0.46%,-0.32%
10-05-2010,51.76,33705.50,1.32%,1.42%
10-06-2010,51.85,33716.92,0.18%,0.03%
10-07-2010,51.62,33566.46,-0.45%,-0.45%
10-08-2010,51.95,33808.26,0.64%,0.72%
10-12-2010,52.00,33916.93,0.10%,0.32%
10-13-2010,52.46,34182.63,0.88%,0.78%
10-14-2010,52.43,34038.77,-0.05%,-0.42%
10-15-2010,52.26,34010.12,-0.32%,-0.08%
10-18-2010,52.33,34169.10,0.13%,0.47%
10-19-2010,51.87,33906.24,-0.89%,-0.77%
10-20-2010,52.05,34121.99,0.36%,0.64%
10-21-2010,51.75,33985.99,-0.58%,-0.40%
10-22-2010,52.00,34008.58,0.47%,0.07%
10-25-2010,52.35,34176.99,0.69%,0.50%
10-26-2010,52.29,34233.93,-0.13%,0.17%
10-27-2010,52.05,33929.23,-0.46%,-0.89%
10-28-2010,52.17,33932.50,0.23%,0.01%
10-29-2010,52.65,34235.40,0.93%,0.89%
11-01-2010,52.63,34204.52,-0.05%,-0.09%
11-02-2010,52.76,34249.38,0.25%,0.13%
11-03-2010,52.85,34221.56,0.17%,-0.08%
11-04-2010,53.42,34782.45,1.08%,1.64%
11-05-2010,53.79,34907.53,0.69%,0.36%
11-08-2010,54.24,35252.98,0.84%,0.99%
11-09-2010,53.85,34888.63,-0.71%,-1.03%
11-10-2010,53.84,34970.54,-0.03%,0.23%
11-11-2010,53.85,34949.19,0.01%,-0.06%
11-12-2010,53.28,34453.75,-1.05%,-1.42%
11-15-2010,53.32,34416.56,0.07%,-0.11%
11-16-2010,52.84,34062.99,-0.90%,-1.03%
11-17-2010,53.01,34220.47,0.32%,0.46%
11-18-2010,53.59,34795.56,1.08%,1.68%
11-19-2010,53.95,35029.31,0.68%,0.67%
11-22-2010,53.81,34960.34,-0.26%,-0.20%
11-23-2010,53.23,34595.31,-1.09%,-1.04%
11-24-2010,53.66,34888.61,0.81%,0.85%
11-25-2010,53.77,35008.86,0.21%,0.34%
11-26-2010,53.63,34880.57,-0.26%,-0.37%
11-29-2010,53.49,34891.88,-0.25%,0.03%
11-30-2010,53.52,35046.90,0.05%,0.44%
12-01-2010,54.16,35582.72,1.20%,1.53%
12-02-2010,54.31,35623.85,0.27%,0.12%
12-03-2010,54.55,35666.10,0.44%,0.12%
12-06-2010,54.92,35928.77,0.69%,0.74%
12-07-2010,54.86,35860.20,-0.10%,-0.19%
12-08-2010,54.70,35607.17,-0.31%,-0.71%
12-09-2010,54.76,35648.40,0.12%,0.12%
12-10-2010,54.98,35844.88,0.40%,0.55%
12-13-2010,55.29,36021.01,0.56%,0.49%
12-14-2010,55.40,35978.27,0.19%,-0.12%
12-15-2010,55.31,35843.10,-0.16%,-0.38%
12-16-2010,55.29,35713.65,-0.04%,-0.36%
12-17-2010,55.37,35768.81,0.15%,0.15%
12-20-2010,55.30,35748.07,-0.13%,-0.06%
12-21-2010,55.82,36216.28,0.94%,1.31%
12-22-2010,55.93,36259.20,0.20%,0.12%
12-23-2010,55.86,36241.74,-0.12%,-0.05%
12-24-2010,55.91,36275.01,0.09%,0.09%
12-29-2010,56.09,36484.70,0.32%,0.58%
12-30-2010,56.12,36456.71,0.07%,-0.08%
12-31-2010,56.26,36480.62,0.24%,0.07%
01-04-2011,56.24,36382.27,-0.03%,-0.27%
01-05-2011,56.08,36365.52,-0.28%,-0.05%
01-06-2011,55.72,36136.70,-0.65%,-0.63%
01-07-2011,55.42,36030.25,-0.54%,-0.29%
01-10-2011,55.37,35956.47,-0.08%,-0.20%
01-11-2011,55.76,36379.86,0.71%,1.18%
01-12-2011,56.39,36542.74,1.12%,0.45%
01-13-2011,56.23,36383.33,-0.29%,-0.44%
01-14-2011,56.47,36553.30,0.43%,0.47%
01-17-2011,56.46,36493.40,-0.01%,-0.16%
01-18-2011,56.81,36818.72,0.62%,0.89%
01-19-2011,56.61,36493.07,-0.36%,-0.88%
01-20-2011,56.31,36201.16,-0.52%,-0.80%
01-21-2011,56.08,36004.33,-0.41%,-0.54%
01-24-2011,56.26,36262.97,0.31%,0.72%
01-25-2011,56.03,36024.04,-0.39%,-0.66%
01-26-2011,56.49,36584.02,0.81%,1.55%
01-27-2011,56.44,36443.17,-0.09%,-0.39%
01-28-2011,56.43,36529.34,-0.01%,0.24%
01-31-2011,56.76,36840.37,0.58%,0.85%
02-01-2011,57.21,37277.04,0.80%,1.19%
02-02-2011,57.14,37189.14,-0.13%,-0.24%
02-03-2011,57.60,37627.53,0.80%,1.18%
02-04-2011,57.58,37492.98,-0.03%,-0.36%
02-07-2011,57.63,37547.56,0.08%,0.15%
02-08-2011,57.86,37767.46,0.40%,0.59%
02-09-2011,57.58,37475.81,-0.49%,-0.77%
02-10-2011,57.66,37628.90,0.15%,0.41%
02-11-2011,57.41,37433.89,-0.43%,-0.52%
02-14-2011,57.74,37825.47,0.57%,1.05%
02-15-2011,57.79,37876.55,0.09%,0.14%
02-16-2011,58.21,38229.97,0.73%,0.93%
02-17-2011,58.30,38444.51,0.15%,0.56%
02-18-2011,58.23,38415.47,-0.11%,-0.08%
02-22-2011,57.74,37982.11,-0.85%,-1.13%
02-23-2011,57.73,37963.14,-0.01%,-0.05%
02-24-2011,57.65,37734.17,-0.13%,-0.60%
02-25-2011,58.49,38239.97,1.46%,1.34%
02-28-2011,58.63,38474.92,0.23%,0.61%
03-01-2011,58.48,38440.38,-0.25%,-0.09%
03-02-2011,58.45,38502.20,-0.05%,0.16%
03-03-2011,58.51,38695.86,0.10%,0.50%
03-04-2011,58.79,38799.44,0.48%,0.27%
03-07-2011,58.19,38362.74,-1.02%,-1.13%
03-08-2011,57.88,38152.21,-0.54%,-0.55%
03-09-2011,57.38,37808.45,-0.86%,-0.90%
03-10-2011,56.59,37138.22,-1.38%,-1.77%
03-11-2011,56.69,37256.87,0.18%,0.32%
03-14-2011,56.45,37107.61,-0.44%,-0.40%
03-15-2011,56.36,36913.12,-0.16%,-0.52%
03-16-2011,56.47,36860.10,0.21%,-0.14%
03-17-2011,57.07,37464.05,1.05%,1.64%
03-18-2011,57.33,37583.97,0.46%,0.32%
03-21-2011,58.00,38198.79,1.17%,1.64%
03-22-2011,57.91,38165.27,-0.16%,-0.09%
03-23-2011,58.24,38405.06,0.57%,0.63%
03-24-2011,58.08,38255.50,-0.27%,-0.39%
03-25-2011,58.09,38282.84,0.00%,0.07%
03-28-2011,57.84,37883.18,-0.43%,-1.04%
03-29-2011,58.04,38013.64,0.35%,0.34%
03-30-2011,58.38,38433.94,0.59%,1.11%
03-31-2011,58.51,38522.86,0.23%,0.23%
04-01-2011,58.29,38588.03,-0.38%,0.17%
04-04-2011,59.06,38828.88,1.32%,0.62%
04-05-2011,59.27,38971.39,0.36%,0.37%
04-06-2011,59.21,38787.42,-0.11%,-0.47%
04-07-2011,58.84,38528.31,-0.61%,-0.67%
04-08-2011,59.13,38803.22,0.48%,0.71%
04-11-2011,58.49,38225.41,-1.07%,-1.49%
04-12-2011,57.98,37694.88,-0.88%,-1.39%
04-13-2011,58.07,37784.76,0.16%,0.24%
04-14-2011,58.09,37752.50,0.04%,-0.09%
04-15-2011,57.95,37690.53,-0.25%,-0.16%
04-18-2011,57.64,37426.44,-0.53%,-0.70%
04-19-2011,57.76,37520.77,0.21%,0.25%
04-20-2011,58.18,37961.37,0.74%,1.17%
04-21-2011,58.40,38181.78,0.36%,0.58%
04-25-2011,58.36,38004.98,-0.06%,-0.46%
04-26-2011,58.44,38009.84,0.14%,0.01%
04-27-2011,58.33,37976.21,-0.19%,-0.09%
04-28-2011,58.37,37991.49,0.06%,0.04%
04-29-2011,58.70,38129.27,0.56%,0.36%
05-02-2011,58.70,38101.17,0.01%,-0.07%
05-03-2011,58.24,37439.09,-0.78%,-1.74%
05-04-2011,58.00,37217.48,-0.43%,-0.59%
05-05-2011,57.68,36791.07,-0.55%,-1.15%
05-06-2011,58.02,37096.51,0.59%,0.83%
05-09-2011,58.23,37398.76,0.37%,0.81%
05-10-2011,58.12,37305.04,-0.19%,-0.25%
05-11-2011,57.58,36704.87,-0.92%,-1.61%
05-12-2011,57.46,36623.07,-0.21%,-0.22%
05-13-2011,57.39,36594.97,-0.13%,-0.08%
05-16-2011,57.46,36633.80,0.12%,0.11%
05-17-2011,57.66,36773.22,0.35%,0.38%
05-18-2011,58.03,37230.48,0.65%,1.24%
05-19-2011,58.18,37280.40,0.25%,0.13%
05-20-2011,58.27,37360.55,0.17%,0.21%
05-24-2011,58.10,37207.94,-0.29%,-0.41%
05-25-2011,58.41,37637.77,0.52%,1.16%
05-26-2011,58.59,37704.64,0.31%,0.18%
05-27-2011,58.74,37778.54,0.25%,0.20%
05-30-2011,58.91,37869.37,0.29%,0.24%
05-31-2011,58.88,37798.54,-0.04%,-0.19%
06-01-2011,58.20,37052.73,-1.15%,-1.97%
06-02-2011,58.06,37029.79,-0.24%,-0.06%
06-03-2011,58.16,37025.42,0.18%,-0.01%
06-06-2011,57.60,36479.68,-0.96%,-1.47%
06-07-2011,57.40,36388.03,-0.35%,-0.25%
06-08-2011,57.02,36122.42,-0.66%,-0.73%
06-09-2011,57.24,36319.55,0.39%,0.55%
06-10-2011,56.76,35849.00,-0.85%,-1.30%
06-13-2011,56.19,35483.05,-0.99%,-1.02%
06-14-2011,56.73,35919.12,0.96%,1.23%
06-15-2011,56.50,35577.23,-0.41%,-0.95%
06-16-2011,56.09,35251.39,-0.74%,-0.92%
06-17-2011,56.00,35078.41,-0.15%,-0.49%
06-20-2011,56.21,35265.49,0.38%,0.53%
06-21-2011,56.84,35832.14,1.11%,1.61%
06-22-2011,56.93,35826.32,0.17%,-0.02%
06-23-2011,56.75,35604.50,-0.31%,-0.62%
06-24-2011,56.47,35418.66,-0.51%,-0.52%
06-27-2011,56.51,35577.08,0.07%,0.45%
06-28-2011,56.90,35987.38,0.70%,1.15%
06-29-2011,57.18,36218.37,0.50%,0.64%
06-30-2011,57.67,36539.76,0.85%,0.89%
07-04-2011,57.96,36788.68,0.50%,0.68%
07-05-2011,57.97,36895.76,0.01%,0.29%
07-06-2011,57.95,36836.06,-0.02%,-0.16%
07-07-2011,58.05,36844.53,0.17%,0.02%
07-08-2011,57.85,36750.26,-0.34%,-0.26%
07-11-2011,57.35,36222.70,-0.87%,-1.44%
07-12-2011,57.65,36372.84,0.52%,0.41%
07-13-2011,57.86,36626.98,0.37%,0.70%
07-14-2011,57.73,36429.06,-0.23%,-0.54%
07-15-2011,57.95,36557.21,0.38%,0.35%
07-18-2011,57.87,36432.82,-0.14%,-0.34%
07-19-2011,57.99,36649.56,0.21%,0.59%
07-20-2011,58.14,36672.46,0.26%,0.06%
07-21-2011,58.30,36930.11,0.27%,0.70%
07-22-2011,58.46,37114.05,0.27%,0.50%
07-25-2011,58.26,36952.67,-0.34%,-0.43%
07-26-2011,57.88,36580.31,-0.65%,-1.01%
07-27-2011,57.14,35855.99,-1.28%,-1.98%
07-28-2011,57.14,35908.01,0.00%,0.15%
07-29-2011,56.75,35626.87,-0.69%,-0.78%
08-02-2011,56.37,35094.89,-0.67%,-1.49%
08-03-2011,56.33,35270.21,-0.08%,0.50%
08-04-2011,55.08,34070.62,-2.21%,-3.40%
08-05-2011,54.30,33470.77,-1.43%,-1.76%
08-08-2011,52.69,32119.69,-2.97%,-4.04%
08-09-2011,53.96,33326.62,2.41%,3.76%
08-10-2011,54.34,33575.26,0.71%,0.75%
08-11-2011,55.50,34519.58,2.14%,2.81%
08-12-2011,55.47,34526.18,-0.06%,0.02%
08-15-2011,56.01,34915.77,0.97%,1.13%
08-16-2011,55.58,34498.34,-0.76%,-1.20%
08-17-2011,55.72,34636.82,0.26%,0.40%
08-18-2011,54.68,33556.72,-1.87%,-3.12%
08-19-2011,54.23,33068.68,-0.82%,-1.45%
08-22-2011,54.47,33241.98,0.44%,0.52%
08-23-2011,54.99,33989.74,0.96%,2.25%
08-24-2011,55.05,34005.49,0.10%,0.05%
08-25-2011,54.97,33842.58,-0.14%,-0.48%
08-26-2011,55.12,33961.59,0.28%,0.35%
08-29-2011,55.49,34463.61,0.66%,1.48%
08-30-2011,55.84,34824.40,0.64%,1.05%
08-31-2011,56.35,35196.21,0.90%,1.07%
09-01-2011,56.16,35012.91,-0.33%,-0.52%
09-02-2011,55.95,34741.86,-0.39%,-0.77%
09-06-2011,55.58,34511.25,-0.64%,-0.66%
09-07-2011,56.27,35080.34,1.23%,1.65%
09-08-2011,56.09,34979.47,-0.31%,-0.29%
09-09-2011,55.39,34162.04,-1.25%,-2.34%
09-12-2011,54.74,33504.19,-1.17%,-1.93%
09-13-2011,54.91,33687.31,0.32%,0.55%
09-14-2011,55.04,33933.96,0.22%,0.73%
09-15-2011,55.49,34296.83,0.83%,1.07%
09-16-2011,55.29,33853.17,-0.36%,-1.29%
09-19-2011,54.94,33600.42,-0.63%,-0.75%
09-20-2011,55.17,33708.51,0.42%,0.32%
09-21-2011,54.37,33007.10,-1.45%,-2.08%
09-22-2011,53.14,31923.66,-2.26%,-3.28%
09-23-2011,52.68,31648.64,-0.87%,-0.86%
09-26-2011,53.34,32331.54,1.26%,2.16%
09-27-2011,53.87,32646.44,0.99%,0.97%
09-28-2011,53.06,32029.20,-1.51%,-1.89%
09-29-2011,53.25,32307.32,0.36%,0.87%
09-30-2011,53.20,32147.72,-0.08%,-0.49%
10-03-2011,52.03,31133.14,-2.19%,-3.16%
10-04-2011,51.27,30928.60,-1.47%,-0.66%
10-05-2011,52.27,31702.09,1.95%,2.50%
10-06-2011,53.13,32596.18,1.65%,2.82%
10-07-2011,52.51,32065.72,-1.18%,-1.63%
10-11-2011,53.52,32861.45,1.92%,2.48%
10-12-2011,54.19,33291.12,1.26%,1.31%
10-13-2011,53.87,32966.13,-0.58%,-0.98%
10-14-2011,54.35,33436.17,0.88%,1.43%
10-17-2011,53.97,32996.98,-0.71%,-1.31%
10-18-2011,54.33,33356.95,0.67%,1.09%
10-19-2011,53.73,32794.10,-1.11%,-1.69%
10-20-2011,53.69,32741.83,-0.07%,-0.16%
10-21-2011,54.12,33072.35,0.80%,1.01%
10-24-2011,54.77,33679.81,1.19%,1.84%
10-25-2011,54.77,33534.33,0.00%,-0.43%
10-26-2011,54.90,33745.66,0.25%,0.63%
10-27-2011,55.67,34528.64,1.41%,2.32%
10-28-2011,55.98,34691.38,0.55%,0.47%
10-31-2011,55.31,33950.26,-1.20%,-2.14%
11-01-2011,54.98,33570.77,-0.60%,-1.12%
11-02-2011,55.49,33921.74,0.93%,1.05%
11-03-2011,56.29,34549.62,1.44%,1.85%
11-04-2011,56.10,34383.07,-0.35%,-0.48%
11-07-2011,56.39,34532.09,0.53%,0.43%
11-08-2011,56.64,34608.01,0.43%,0.22%
11-09-2011,55.60,33687.49,-1.83%,-2.66%
11-10-2011,55.46,33568.24,-0.25%,-0.35%
11-11-2011,56.06,34033.90,1.08%,1.39%
11-14-2011,55.88,33888.25,-0.32%,-0.43%
11-15-2011,55.93,33905.87,0.09%,0.05%
11-16-2011,55.74,33754.96,-0.35%,-0.45%
11-17-2011,54.95,33037.11,-1.42%,-2.13%
11-18-2011,54.76,32974.36,-0.33%,-0.19%
11-21-2011,54.33,32681.62,-0.79%,-0.89%
11-22-2011,54.48,32710.67,0.26%,0.09%
11-23-2011,53.69,32098.42,-1.43%,-1.87%
11-24-2011,53.43,31858.79,-0.49%,-0.75%
11-25-2011,53.37,31794.70,-0.11%,-0.20%
11-28-2011,54.06,32303.79,1.29%,1.60%
11-29-2011,54.41,32562.79,0.64%,0.80%
11-30-2011,55.77,33878.55,2.51%,4.04%
12-01-2011,55.46,33626.44,-0.55%,-0.74%
12-02-2011,55.07,33520.98,-0.70%,-0.31%
12-05-2011,55.01,33643.87,-0.10%,0.37%
12-06-2011,54.95,33538.27,-0.10%,-0.31%
12-07-2011,55.17,33740.79,0.39%,0.60%
12-08-2011,54.59,33194.01,-1.05%,-1.62%
12-09-2011,54.85,33424.50,0.48%,0.69%
12-12-2011,54.47,33072.75,-0.70%,-1.05%
12-13-2011,54.12,32692.63,-0.64%,-1.15%
12-14-2011,53.40,32094.03,-1.33%,-1.83%
12-15-2011,53.30,31986.73,-0.19%,-0.33%
12-16-2011,53.66,32352.61,0.68%,1.14%
12-19-2011,53.36,32087.14,-0.55%,-0.82%
12-20-2011,53.90,32581.27,1.00%,1.54%
12-21-2011,53.83,32683.40,-0.12%,0.31%
12-22-2011,54.09,33033.94,0.48%,1.07%
12-23-2011,54.46,33176.67,0.68%,0.43%
12-28-2011,53.83,32658.13,-1.15%,-1.56%
12-29-2011,54.18,32987.07,0.65%,1.01%
12-30-2011,54.50,33302.95,0.59%,0.96%
01-03-2012,55.33,34023.18,1.52%,2.16%
01-04-2012,55.32,34073.94,-0.01%,0.15%
01-05-2012,55.37,34104.90,0.08%,0.09%
01-06-2012,55.18,33969.83,-0.34%,-0.40%
01-09-2012,55.32,33992.35,0.26%,0.07%
01-10-2012,55.35,34198.54,0.06%,0.61%
01-11-2012,55.21,34173.49,-0.26%,-0.07%
01-12-2012,55.29,34211.06,0.15%,0.11%
01-13-2012,55.15,34090.83,-0.25%,-0.35%
01-16-2012,55.29,34167.59,0.25%,0.23%
01-17-2012,55.21,34102.76,-0.15%,-0.19%
01-18-2012,55.61,34367.03,0.72%,0.77%
01-19-2012,55.80,34516.83,0.35%,0.44%
01-20-2012,56.13,34562.59,0.59%,0.13%
01-23-2012,55.50,34911.02,-1.11%,1.01%
01-24-2012,55.37,34576.63,-0.24%,-0.96%
01-25-2012,55.96,34978.26,1.06%,1.16%
01-26-2012,55.79,34770.00,-0.30%,-0.60%
01-27-2012,56.06,34786.18,0.49%,0.05%
01-30-2012,56.01,34715.34,-0.09%,-0.20%
01-31-2012,57.07,34759.27,1.90%,0.13%
02-01-2012,57.29,34942.14,0.38%,0.53%
02-02-2012,57.77,35042.11,0.83%,0.29%
02-03-2012,57.76,35109.20,-0.02%,0.19%
02-06-2012,57.61,35060.65,-0.25%,-0.14%
02-07-2012,57.47,34928.39,-0.26%,-0.38%
02-08-2012,57.32,34953.80,-0.26%,0.07%
02-09-2012,57.40,34889.85,0.14%,-0.18%
02-10-2012,56.97,34587.26,-0.76%,-0.87%
02-13-2012,57.02,34621.10,0.09%,0.10%
02-14-2012,56.77,34498.48,-0.42%,-0.35%
02-15-2012,56.75,34519.59,-0.04%,0.06%
02-16-2012,57.02,34864.63,0.48%,1.00%
02-17-2012,56.83,34796.66,-0.34%,-0.19%
02-21-2012,57.37,35260.05,0.95%,1.33%
02-22-2012,57.70,35482.26,0.58%,0.63%
02-23-2012,57.76,35566.39,0.11%,0.24%
02-24-2012,57.63,35550.98,-0.23%,-0.04%
02-27-2012,57.50,35492.91,-0.23%,-0.16%
02-28-2012,57.77,35608.09,0.46%,0.32%
02-29-2012,57.28,35340.93,-0.84%,-0.75%
03-01-2012,57.53,35569.24,0.44%,0.65%
03-02-2012,57.30,35348.68,-0.40%,-0.62%
03-05-2012,56.78,35018.48,-0.91%,-0.93%
03-06-2012,56.04,34388.48,-1.29%,-1.80%
03-07-2012,56.23,34542.97,0.33%,0.45%
03-08-2012,56.54,34857.27,0.56%,0.91%
03-09-2012,56.58,34973.87,0.07%,0.33%
03-12-2012,56.13,34762.58,-0.81%,-0.60%
03-13-2012,56.44,35093.80,0.55%,0.95%
03-14-2012,55.72,34649.41,-1.27%,-1.27%
03-15-2012,55.95,34874.55,0.42%,0.65%
03-16-2012,55.98,34990.16,0.04%,0.33%
03-19-2012,55.93,34941.96,-0.09%,-0.14%
03-20-2012,55.67,34807.53,-0.47%,-0.38%
03-21-2012,55.79,34829.62,0.23%,0.06%
03-22-2012,55.51,34620.81,-0.50%,-0.60%
03-23-2012,55.98,34911.98,0.84%,0.84%
03-26-2012,56.38,35226.07,0.72%,0.90%
03-27-2012,56.28,35053.10,-0.18%,-0.49%
03-28-2012,55.82,34810.63,-0.83%,-0.69%
03-29-2012,55.61,34602.12,-0.37%,-0.60%
03-30-2012,55.91,34764.84,0.54%,0.47%
04-02-2012,56.32,35103.10,0.74%,0.97%
04-03-2012,55.59,34589.42,-1.30%,-1.46%
04-04-2012,55.03,34182.56,-1.01%,-1.18%
04-05-2012,54.72,33971.82,-0.57%,-0.62%
04-09-2012,54.42,33734.34,-0.55%,-0.70%
04-10-2012,54.24,33503.74,-0.34%,-0.68%
04-11-2012,54.54,33762.81,0.56%,0.77%
04-12-2012,55.24,34291.21,1.28%,1.57%
04-13-2012,54.69,33803.44,-1.00%,-1.42%
04-16-2012,54.70,33795.55,0.03%,-0.02%
04-17-2012,54.92,34074.49,0.41%,0.83%
04-18-2012,54.77,34052.01,-0.28%,-0.07%
04-19-2012,54.66,34123.26,-0.19%,0.21%
04-20-2012,54.77,34105.27,0.20%,-0.05%
04-23-2012,54.21,33681.43,-1.03%,-1.24%
04-24-2012,54.15,33656.56,-0.10%,-0.07%
04-25-2012,54.68,34024.49,0.98%,1.09%
04-26-2012,54.94,34131.60,0.47%,0.31%
04-27-2012,55.21,34403.07,0.50%,0.80%
04-30-2012,55.50,34557.53,0.53%,0.45%
05-01-2012,55.68,34670.24,0.31%,0.33%
05-02-2012,55.31,34381.64,-0.65%,-0.83%
05-03-2012,54.68,33776.58,-1.14%,-1.76%
05-04-2012,54.22,33372.72,-0.84%,-1.20%
05-07-2012,54.21,33342.98,-0.02%,-0.09%
05-08-2012,53.77,32906.14,-0.82%,-1.31%
05-09-2012,53.78,32822.55,0.02%,-0.25%
05-10-2012,54.08,32994.48,0.57%,0.52%
05-11-2012,54.06,32890.18,-0.04%,-0.32%
05-14-2012,53.18,32310.84,-1.63%,-1.76%
05-15-2012,52.58,31905.48,-1.12%,-1.25%
05-16-2012,52.45,31857.92,-0.25%,-0.15%
05-17-2012,52.57,31872.97,0.23%,0.05%
05-18-2012,52.44,31734.71,-0.26%,-0.43%
05-22-2012,53.09,32219.93,1.24%,1.53%
05-23-2012,53.49,32548.96,0.76%,1.02%
05-24-2012,53.42,32552.68,-0.14%,0.01%
05-25-2012,53.49,32581.96,0.14%,0.09%
05-28-2012,53.53,32558.39,0.07%,-0.07%
05-29-2012,53.61,32695.79,0.15%,0.42%
05-30-2012,53.01,32205.63,-1.12%,-1.50%
05-31-2012,53.26,32435.71,0.48%,0.71%
06-01-2012,52.95,32007.47,-0.58%,-1.32%
06-04-2012,52.94,31935.84,-0.03%,-0.22%
06-05-2012,53.44,32420.23,0.96%,1.52%
06-06-2012,53.99,32787.10,1.02%,1.13%
06-07-2012,53.60,32670.76,-0.72%,-0.35%
06-08-2012,53.40,32412.91,-0.37%,-0.79%
06-11-2012,53.10,32134.50,-0.57%,-0.86%
06-12-2012,53.45,32404.58,0.66%,0.84%
06-13-2012,53.54,32444.46,0.17%,0.12%
06-14-2012,53.48,32355.87,-0.12%,-0.27%
06-15-2012,53.55,32520.96,0.13%,0.51%
06-18-2012,53.90,32736.07,0.67%,0.66%
06-19-2012,54.51,33265.00,1.13%,1.62%
06-20-2012,54.31,33186.20,-0.38%,-0.24%
06-21-2012,53.25,32196.81,-1.94%,-2.98%
06-22-2012,53.46,32273.66,0.39%,0.24%
06-25-2012,53.09,31976.90,-0.70%,-0.92%
06-26-2012,53.11,31999.81,0.04%,0.07%
06-27-2012,53.31,32251.45,0.37%,0.79%
06-28-2012,53.33,32306.83,0.04%,0.17%
06-29-2012,54.16,32792.83,1.55%,1.50%
07-03-2012,54.98,33521.55,1.52%,2.22%
07-04-2012,55.19,33706.43,0.39%,0.55%
07-05-2012,55.03,33433.55,-0.29%,-0.81%
07-06-2012,54.48,32989.61,-1.01%,-1.33%
07-09-2012,54.45,32918.08,-0.05%,-0.22%
07-10-2012,54.17,32572.07,-0.51%,-1.05%
07-11-2012,54.34,32667.54,0.32%,0.29%
07-12-2012,54.14,32330.89,-0.38%,-1.03%
07-13-2012,54.32,32583.31,0.35%,0.78%
07-16-2012,54.46,32602.12,0.25%,0.06%
07-17-2012,54.58,32744.76,0.22%,0.44%
07-18-2012,54.62,32767.41,0.08%,0.07%
07-19-2012,54.81,33013.64,0.34%,0.75%
07-20-2012,54.75,32892.55,-0.11%,-0.37%
07-23-2012,54.43,32674.88,-0.58%,-0.66%
07-24-2012,54.07,32471.74,-0.67%,-0.62%
07-25-2012,54.29,32544.30,0.41%,0.22%
07-26-2012,54.92,32961.25,1.16%,1.28%
07-27-2012,55.50,33329.98,1.06%,1.12%
07-30-2012,55.49,33319.27,-0.01%,-0.03%
07-31-2012,55.14,33055.25,-0.64%,-0.79%
08-01-2012,54.94,32924.40,-0.35%,-0.40%
08-02-2012,54.73,32606.92,-0.39%,-0.96%
08-03-2012,55.37,33049.24,1.16%,1.36%
08-07-2012,55.93,33618.72,1.02%,1.72%
08-08-2012,55.80,33387.10,-0.24%,-0.69%
08-09-2012,56.02,33605.60,0.40%,0.65%
08-10-2012,55.97,33698.43,-0.09%,0.28%
08-13-2012,55.88,33556.47,-0.17%,-0.42%
08-14-2012,55.84,33600.16,-0.08%,0.13%
08-15-2012,56.09,33752.77,0.45%,0.45%
08-16-2012,56.60,34114.13,0.91%,1.07%
08-17-2012,56.85,34284.26,0.44%,0.50%
08-20-2012,56.82,34246.43,-0.04%,-0.11%
08-21-2012,56.85,34365.36,0.05%,0.35%
08-22-2012,56.84,34373.37,-0.02%,0.02%
08-23-2012,56.73,34218.59,-0.19%,-0.45%
08-24-2012,56.77,34274.55,0.06%,0.16%
08-27-2012,56.67,34185.46,-0.17%,-0.26%
08-28-2012,56.61,34075.85,-0.12%,-0.32%
08-29-2012,56.60,34095.98,-0.01%,0.06%
08-30-2012,56.18,33752.70,-0.75%,-1.01%
08-31-2012,56.46,33930.46,0.50%,0.53%
09-04-2012,56.53,33909.65,0.12%,-0.06%
09-05-2012,56.82,34053.50,0.51%,0.42%
09-06-2012,57.26,34484.60,0.78%,1.27%
09-07-2012,57.60,34849.00,0.60%,1.06%
09-10-2012,57.43,34699.98,-0.30%,-0.43%
09-11-2012,57.46,34714.86,0.06%,0.04%
09-12-2012,57.53,34783.73,0.12%,0.20%
09-13-2012,57.89,35146.74,0.64%,1.04%
09-14-2012,58.41,35542.87,0.90%,1.13%
09-17-2012,58.16,35394.02,-0.43%,-0.42%
09-18-2012,58.19,35325.65,0.04%,-0.19%
09-19-2012,58.26,35366.77,0.12%,0.12%
09-20-2012,58.28,35291.11,0.03%,-0.21%
09-21-2012,58.26,35219.35,-0.03%,-0.20%
09-24-2012,57.90,35020.10,-0.62%,-0.57%
09-25-2012,57.76,34862.81,-0.25%,-0.45%
09-26-2012,57.74,34836.81,-0.04%,-0.07%
09-27-2012,58.09,35139.29,0.61%,0.87%
09-28-2012,58.16,35094.20,0.13%,-0.13%
10-01-2012,58.36,35261.01,0.33%,0.48%
10-02-2012,58.44,35321.19,0.15%,0.17%
10-03-2012,58.37,35230.65,-0.12%,-0.26%
10-04-2012,58.64,35482.54,0.46%,0.71%
10-05-2012,58.50,35401.43,-0.24%,-0.23%
10-09-2012,57.94,34987.32,-0.97%,-1.17%
10-10-2012,57.71,34813.84,-0.39%,-0.50%
